what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515326723394
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515326726578
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515326870678
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515326873854
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515326873896
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515326873935
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515326893645
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515326893722
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515326979711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515326995285
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515327001537
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515327001640
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515327001686
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515327015026
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515328092590
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515328097208
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515328099688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515328138379
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330216078
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515330218500
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330218595
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330218629
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515330218657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330231445
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330256648
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330268636
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330284396
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330320462
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515330327984
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330328126
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330328183
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515330328208
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330344284
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330365320
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330368358
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515330382596
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330382720
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330382747
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515330382770
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330394862
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515330394886
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515330394910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330462907
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330576388
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330576476
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330577134
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515330578196
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515331771070
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515333986119
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515333990636
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515334004482
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515334004523
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515334004563
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334012184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334015797
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334017474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334185672
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334201420
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334595219
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334603232
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334670988
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1515334676087
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334686353
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515334715747
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515334715771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334715930
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515334719548
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515334725277
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334759300
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334762463
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334763489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334765370
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334770125
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334776941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334939175
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334940016
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515334945158
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1515334951298
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334972232
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334973740
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515334995489
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335038773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335045844
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335057907
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335070757
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335075711
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335085406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335099347
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1515335105819
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335107097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335108206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335133265
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335140641
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335146668
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335153775
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1515335165361
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1515335167745
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335168329
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1515335171044
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335176181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335178485
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335195505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335199447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335219219
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335243792
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335248857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335249783
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335249846
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335249986
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335254939
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515335260780
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335260926
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335260960
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515335260979
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335276979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335287292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335288988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335310840
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335343436
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335343464
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515335343485
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335371308
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335375025
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335411799
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515335414043
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335502488
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335507855
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335610818
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335612624
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335798328
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335835576
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335843709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335855103
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515335943744
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335976319
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335990497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515335999964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336002763
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336016003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336021587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336024393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336024758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336027981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1515336030440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515336118225
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.navigate.next",1515336286366
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515336288269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336305086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336305749
executed,command,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.edit.text.c.add.include",1515336307114
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515336313611
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336330099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336339046
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336342812
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1515336346511
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515336346609
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1515336346680
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1515336346680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336346706
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515336351078
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515336351104
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515336351127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515336380003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338336001
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515338337400
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338341167
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338357481
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338370659
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338390551
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1515338402944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338413144
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338419923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338425722
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515338466499
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515338466516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338466666
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515338469179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1515338473208
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515338474087
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1515338474740
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338481354
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338485013
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338487721
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338540277
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineStart",1515338548964
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1515338550056
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338555349
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.showInformation",1515338561492
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338561506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338563417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338565390
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338592979
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338600334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338608294
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515338619943
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515338625601
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338637937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338641349
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338642875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338645373
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338647525
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338667075
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338672587
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338678031
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338687181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338689885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338694579
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338695903
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338696965
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338702408
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338707841
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1515338713269
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338721641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338730003
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338731162
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338741642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338743301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338745121
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338755128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338764247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338764979
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338769405
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338773076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338779448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338789073
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338791557
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338797286
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338798011
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338886569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338946762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338962293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338972263
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338981730
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515338983631
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338986848
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515338989416
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515339003983
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515339015596
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515339019931
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1515339021737
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515339046583
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1515339050448
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1515339055091
